iter	Accuracy	MultiClass
204	0.7985074627	0.5297126937
205	0.7985074627	0.5295194859
206	0.7985074627	0.5293895871
207	0.7985074627	0.5288428711
208	0.7985074627	0.5283385803
209	0.7985074627	0.5281568285
210	0.7985074627	0.5277705704
211	0.7985074627	0.5273262154
212	0.7985074627	0.5266717337
213	0.7985074627	0.5262488066
214	0.7985074627	0.5260166886
215	0.7985074627	0.5254336707
216	0.7985074627	0.5249240767
217	0.7985074627	0.5242437331
218	0.7985074627	0.5236555328
219	0.7985074627	0.5231891768
220	0.7985074627	0.5230520686
221	0.7985074627	0.5227491134
222	0.7985074627	0.5223287177
223	0.7985074627	0.5218201237
224	0.7985074627	0.5212942654
225	0.7985074627	0.5208626846
226	0.7985074627	0.5207098788
227	0.7985074627	0.5203207719
228	0.7985074627	0.5195829383
229	0.7985074627	0.5190668721
230	0.7985074627	0.518954221
231	0.7985074627	0.5186663999
232	0.7985074627	0.5180429746
233	0.7985074627	0.517864022
234	0.7985074627	0.5177471084
235	0.7985074627	0.5175966973
236	0.7985074627	0.5172129399
237	0.7985074627	0.5167903921
238	0.7985074627	0.5166001274
239	0.7985074627	0.516286461
240	0.7985074627	0.5157696414
241	0.7985074627	0.5154118233
242	0.7985074627	0.514856992
243	0.7985074627	0.5145427483
244	0.7985074627	0.5141124492
245	0.7985074627	0.5134243392
246	0.7985074627	0.5130467396
247	0.7985074627	0.5126240391
248	0.7985074627	0.5124118534
249	0.7985074627	0.5117877896
250	0.7985074627	0.5117227192
251	0.7985074627	0.5112516031
252	0.7985074627	0.5110712331
253	0.7985074627	0.5106009244
254	0.7985074627	0.5099593141
255	0.7985074627	0.5098048093
256	0.7985074627	0.5096235419
257	0.7985074627	0.5090227132
258	0.7985074627	0.5087091878
259	0.7985074627	0.508245923
260	0.7985074627	0.5076449697
261	0.7985074627	0.5072849684
262	0.7985074627	0.5069163179
263	0.7985074627	0.5065891225
264	0.7985074627	0.5064922344
265	0.7985074627	0.5062568698
266	0.7985074627	0.505999756
267	0.7985074627	0.5056753359
268	0.7985074627	0.505516268
269	0.7985074627	0.5051364501
270	0.7985074627	0.5050641905
271	0.8059701493	0.504832317
272	0.8059701493	0.5045426359
273	0.8059701493	0.5039295573
274	0.8059701493	0.5038250307
275	0.8059701493	0.5036335752
276	0.8059701493	0.5030206222
277	0.8059701493	0.5024316196
278	0.8059701493	0.502207668
279	0.8059701493	0.5016378014
280	0.8059701493	0.5014832713
281	0.8059701493	0.5004136361
282	0.8059701493	0.5000391591
283	0.8059701493	0.49968225
284	0.8059701493	0.4990394795
285	0.8059701493	0.4988065737
286	0.8059701493	0.4984074053
287	0.8059701493	0.4982231051
288	0.8059701493	0.497900993
289	0.8059701493	0.4977842802
290	0.8059701493	0.4972213142
291	0.8059701493	0.4969906161
292	0.8059701493	0.4959776303
293	0.8059701493	0.4955664345
294	0.8059701493	0.4953465684
295	0.8059701493	0.4947654396
296	0.8059701493	0.494546451
297	0.8059701493	0.4941055514
298	0.7985074627	0.4935348863
299	0.7985074627	0.4933972282
300	0.7985074627	0.4927092135
301	0.7985074627	0.492504509
302	0.7985074627	0.4923909498
303	0.7985074627	0.4917404285
304	0.8059701493	0.4915683493
305	0.8059701493	0.4910547196
306	0.7985074627	0.4908678314
307	0.8059701493	0.4905617973
308	0.8059701493	0.4903147389
309	0.8059701493	0.490018635
310	0.8134328358	0.4897410202
311	0.8059701493	0.4895775315
312	0.8134328358	0.4890357877
313	0.8134328358	0.4884994099
314	0.8134328358	0.487921934
315	0.8059701493	0.4875768378
316	0.8059701493	0.4871636409
317	0.8059701493	0.4866054005
318	0.8134328358	0.4865049657
319	0.8134328358	0.4860518629
320	0.8208955224	0.4858408284
321	0.8208955224	0.4854201365
322	0.8208955224	0.4845985685
323	0.828358209	0.4842003357
324	0.828358209	0.4839298503
325	0.828358209	0.4833646697
326	0.828358209	0.4831609613
327	0.828358209	0.4827646204
328	0.828358209	0.4823897512
329	0.828358209	0.4822414732
330	0.828358209	0.4812160503
331	0.8208955224	0.4806439556
332	0.828358209	0.4799400533
333	0.828358209	0.479422005
334	0.828358209	0.4790107576
335	0.828358209	0.4789479276
336	0.828358209	0.4784741717
337	0.828358209	0.4780653706
338	0.828358209	0.4777278274
339	0.828358209	0.4774216901
340	0.828358209	0.4771248465
341	0.828358209	0.4767582588
342	0.828358209	0.4760962723
343	0.828358209	0.4760947124
344	0.828358209	0.4758488542
345	0.828358209	0.4753741248
346	0.828358209	0.4753079815
347	0.828358209	0.4751834878
348	0.828358209	0.4746111566
349	0.828358209	0.4743770534
350	0.828358209	0.4741053385
351	0.828358209	0.4737055781
352	0.828358209	0.4734626686
353	0.828358209	0.4729246395
354	0.828358209	0.472674804
355	0.828358209	0.4724789366
356	0.828358209	0.4721382871
357	0.828358209	0.4717623752
358	0.828358209	0.4716864502
359	0.828358209	0.4713246743
360	0.828358209	0.4706412271
361	0.828358209	0.4704018402
362	0.828358209	0.469955213
363	0.828358209	0.4695661549
364	0.8358208955	0.4693531858
365	0.828358209	0.4692979221
366	0.8358208955	0.4689837368
367	0.8432835821	0.468713706
368	0.8432835821	0.4685083972
369	0.8432835821	0.4682076232
370	0.8432835821	0.4678803019
371	0.8432835821	0.4674800438
372	0.8432835821	0.4671403385
373	0.8358208955	0.4666282974
374	0.8358208955	0.4662876602
375	0.8358208955	0.4660210345
376	0.8358208955	0.4656147621
377	0.8358208955	0.4654385666
378	0.8432835821	0.4653483537
379	0.8432835821	0.4649096942
380	0.8432835821	0.4645675628
381	0.8432835821	0.4644560249
382	0.8432835821	0.4639416716
383	0.8358208955	0.4635486679
384	0.8358208955	0.4632324344
385	0.8358208955	0.4629235268
386	0.8358208955	0.4625295031
387	0.8358208955	0.4621033454
388	0.8358208955	0.4617645158
389	0.8358208955	0.4617339116
390	0.8358208955	0.461272693
391	0.8358208955	0.4610133912
392	0.8358208955	0.4607391513
393	0.8432835821	0.4604197243
394	0.8432835821	0.4602585835
395	0.8358208955	0.4601614879
396	0.8358208955	0.4600195086
397	0.8432835821	0.4597689917
398	0.8358208955	0.4592591984
399	0.8358208955	0.4590384329
400	0.8358208955	0.4586565272
401	0.8358208955	0.4584499025
402	0.8358208955	0.4583423443
403	0.8358208955	0.4581792032
404	0.8358208955	0.4579017559
405	0.8358208955	0.457538176
406	0.8358208955	0.4575228045
407	0.8358208955	0.456891915
408	0.8432835821	0.4564792892
409	0.8432835821	0.4561658824
410	0.8432835821	0.4559547677
411	0.8432835821	0.4557345698
412	0.8432835821	0.4554223183
413	0.8432835821	0.4551511654
414	0.8432835821	0.4548112867
415	0.8432835821	0.4541992902
416	0.8432835821	0.4537542349
417	0.8432835821	0.4534952821
418	0.8432835821	0.4533467434
419	0.8432835821	0.452672414
420	0.8432835821	0.4523620479
421	0.8432835821	0.4518857523
422	0.8432835821	0.4517699885
423	0.8432835821	0.4516768129
424	0.8432835821	0.4509319046
425	0.8507462687	0.450735503
426	0.8507462687	0.4502989692
427	0.8432835821	0.450146699
428	0.8432835821	0.4500293682
429	0.8507462687	0.4495642088
430	0.8507462687	0.449429319
431	0.8507462687	0.4493254982
432	0.8507462687	0.4489893487
433	0.8507462687	0.4489685243
434	0.8432835821	0.4485841249
435	0.8432835821	0.4484057268
436	0.8432835821	0.4480588924
437	0.8432835821	0.4480016498
438	0.8432835821	0.4476915919
439	0.8432835821	0.4474366809
440	0.8432835821	0.4467339624
441	0.8432835821	0.4463932209
442	0.8432835821	0.4461313435
443	0.8432835821	0.4458870067
444	0.8432835821	0.4453753369
445	0.8432835821	0.444872064
446	0.8432835821	0.4447347868
447	0.8432835821	0.4445171113
448	0.8432835821	0.4442154668
449	0.8432835821	0.4434949424
450	0.8432835821	0.4433377344
451	0.8432835821	0.4431933898
452	0.8432835821	0.4430409855
453	0.8432835821	0.4427181021
454	0.8432835821	0.4425779708
455	0.8507462687	0.4421734195
456	0.8432835821	0.4418751592
457	0.8432835821	0.44165848
458	0.8432835821	0.4414137201
459	0.8432835821	0.4412561601
460	0.8432835821	0.4409777776
461	0.8432835821	0.4403738357
462	0.8507462687	0.4397624636
463	0.8507462687	0.439559029
464	0.8507462687	0.439087247
465	0.8507462687	0.4385250999
466	0.8507462687	0.4382000135
467	0.8507462687	0.4378608474
468	0.8507462687	0.4375039776
469	0.8507462687	0.4369871727
470	0.8507462687	0.4366918429
471	0.8507462687	0.43648689
472	0.8507462687	0.4361219832
473	0.8507462687	0.4358248203
474	0.8507462687	0.4354460199
475	0.8507462687	0.4351139672
476	0.8507462687	0.4349645912
477	0.8507462687	0.4347024557
478	0.8507462687	0.4343972631
479	0.8507462687	0.4339191509
480	0.8507462687	0.43351167
481	0.8507462687	0.4333943736
482	0.8507462687	0.4332421752
483	0.8507462687	0.4328032046
484	0.8507462687	0.4323652007
485	0.8507462687	0.4320616499
486	0.8507462687	0.4318336653
487	0.8507462687	0.4314555332
488	0.8507462687	0.4311377116
489	0.8507462687	0.4305716589
490	0.8507462687	0.4304998228
491	0.8507462687	0.4303419626
492	0.8582089552	0.4299193445
493	0.8582089552	0.429489407
494	0.8582089552	0.4291645535
495	0.8582089552	0.4290037799
496	0.8582089552	0.4286306351
497	0.8582089552	0.4283720227
498	0.8582089552	0.4281324677
499	0.8582089552	0.4277997697
500	0.8582089552	0.4275459685
501	0.8582089552	0.4270950521
502	0.8582089552	0.4267140922
503	0.8582089552	0.426500217
504	0.8582089552	0.4262705317
505	0.8582089552	0.4262277413
506	0.8582089552	0.425872027
507	0.8582089552	0.4256941185
508	0.8582089552	0.4252871645
509	0.8582089552	0.4249237578
510	0.8582089552	0.4246752978
511	0.8582089552	0.4242265051
512	0.8582089552	0.4241293733
513	0.8582089552	0.4238633942
514	0.8582089552	0.4236018228
515	0.8582089552	0.423444143
516	0.8582089552	0.4232819608
517	0.8582089552	0.4229562616
518	0.8582089552	0.4225306064
519	0.8582089552	0.4221355563
520	0.8582089552	0.4216932945
521	0.8656716418	0.421234807
522	0.8656716418	0.4209813779
523	0.8656716418	0.4208033047
524	0.8656716418	0.4205858408
525	0.8656716418	0.4202758924
526	0.8656716418	0.4202455433
527	0.8656716418	0.4201361807
528	0.8731343284	0.4199130242
529	0.8656716418	0.4194702024
530	0.8656716418	0.4191180573
531	0.8656716418	0.4188955525
532	0.8656716418	0.4185629016
533	0.8656716418	0.4182144278
534	0.8656716418	0.4178743745
535	0.8656716418	0.4175010725
536	0.8656716418	0.417273446
537	0.8656716418	0.4170031841
538	0.8656716418	0.4166321996
539	0.8656716418	0.4161859976
540	0.8656716418	0.4158734769
541	0.8656716418	0.4157293525
542	0.8656716418	0.4153152343
543	0.8656716418	0.4150695848
544	0.8656716418	0.4148056283
545	0.8656716418	0.4143901817
546	0.8656716418	0.4140488323
547	0.8656716418	0.4138264652
548	0.8656716418	0.4135776867
549	0.8656716418	0.4134797171
550	0.8731343284	0.4129602691
551	0.8731343284	0.4125039085
552	0.8656716418	0.4124073481
553	0.8656716418	0.4123304668
554	0.8731343284	0.4117686622
555	0.8805970149	0.4111045472
556	0.8805970149	0.4109377209
557	0.8805970149	0.4106753202
558	0.8805970149	0.4101635551
559	0.8805970149	0.4097398234
560	0.8805970149	0.4093872562
561	0.8805970149	0.4091120387
562	0.8805970149	0.4089961446
563	0.8805970149	0.408717836
564	0.8805970149	0.4085589425
565	0.8805970149	0.4084308785
566	0.8805970149	0.4082617054
567	0.8805970149	0.4077365215
568	0.8805970149	0.407537513
569	0.8805970149	0.406622398
570	0.8805970149	0.4062136885
571	0.8805970149	0.4060484405
572	0.8805970149	0.4054498957
573	0.8805970149	0.4052524376
574	0.8805970149	0.4051101947
575	0.8805970149	0.4049741332
576	0.8805970149	0.4044976048
577	0.8805970149	0.4041740906
578	0.8731343284	0.4039952653
579	0.8731343284	0.4035518977
580	0.8731343284	0.4031005436
581	0.8731343284	0.4030341622
582	0.8731343284	0.4027162162
583	0.8805970149	0.4022520793
584	0.8805970149	0.4019573352
585	0.8805970149	0.4016856817
586	0.8805970149	0.4014526096
587	0.8805970149	0.4010935394
588	0.8805970149	0.4008830428
589	0.8805970149	0.400431959
590	0.8805970149	0.4002659203
591	0.8805970149	0.4000738886
592	0.8805970149	0.3998667832
593	0.8805970149	0.399696669
594	0.8805970149	0.3992921316
595	0.8805970149	0.3990316252
596	0.8805970149	0.3985903961
597	0.8805970149	0.3985122912
598	0.8805970149	0.3980672356
599	0.8805970149	0.3973919281
600	0.8805970149	0.3970789465
601	0.8805970149	0.3968028759
602	0.8805970149	0.396502176
603	0.8805970149	0.3964210942
604	0.8805970149	0.3959756825
605	0.8805970149	0.3958400043
606	0.8805970149	0.3956587072
607	0.8805970149	0.3955797447
608	0.8805970149	0.3955104626
609	0.8805970149	0.3953432227
610	0.8805970149	0.3947832919
611	0.8805970149	0.3946448513
612	0.8805970149	0.3943934345
613	0.8805970149	0.3939231467
614	0.8805970149	0.393578286
615	0.8805970149	0.3930843184
616	0.8805970149	0.3928896463
617	0.8805970149	0.3924767549
618	0.8805970149	0.3921047453
619	0.8805970149	0.3919577299
620	0.8805970149	0.3918029523
621	0.8805970149	0.3915688366
622	0.8805970149	0.3912738612
623	0.8805970149	0.3909672231
624	0.8805970149	0.3908643125
625	0.8805970149	0.3904982349
626	0.8805970149	0.3902308388
627	0.8805970149	0.3895529264
628	0.8805970149	0.3891597172
629	0.8805970149	0.3889093313
630	0.8805970149	0.3885492063
631	0.8805970149	0.3881139108
632	0.8805970149	0.3880113323
633	0.8880597015	0.3878828491
634	0.8880597015	0.3872721552
635	0.8880597015	0.3870100123
636	0.8880597015	0.3868714433
637	0.8880597015	0.3866918958
638	0.8880597015	0.3865865161
639	0.8880597015	0.3863296725
640	0.8880597015	0.3857579058
641	0.8880597015	0.3853356123
642	0.8880597015	0.3849841154
643	0.8880597015	0.3845960468
644	0.8880597015	0.3843748111
645	0.8880597015	0.3842269068
646	0.8880597015	0.3835888573
647	0.8880597015	0.3833254846
648	0.8880597015	0.3830783386
649	0.8880597015	0.3826556331
650	0.8880597015	0.3823727805
651	0.8880597015	0.3823299352
652	0.8880597015	0.3820991145
653	0.8880597015	0.3816554152
654	0.8880597015	0.38152426
655	0.8880597015	0.3812668774
656	0.8880597015	0.3808623084
657	0.8880597015	0.3806768366
658	0.8880597015	0.380607022
659	0.8880597015	0.3804242671
660	0.8880597015	0.380252289
661	0.8880597015	0.3800789135
662	0.8880597015	0.3799366249
663	0.8880597015	0.3796539342
664	0.8880597015	0.3792154367
665	0.8880597015	0.3789685179
666	0.8880597015	0.3785285853
667	0.8880597015	0.3783916936
668	0.8880597015	0.3781370213
669	0.8880597015	0.3779238297
670	0.8880597015	0.3776690094
671	0.8880597015	0.3774944809
672	0.8880597015	0.3771849114
673	0.8880597015	0.3768270538
674	0.8880597015	0.3764213749
675	0.8880597015	0.376244751
676	0.8880597015	0.3758364592
677	0.8880597015	0.375612657
678	0.8880597015	0.3754377266
679	0.8955223881	0.3751957841
680	0.8955223881	0.3749447247
681	0.8955223881	0.3744874242
682	0.8955223881	0.3742220036
683	0.8955223881	0.3740151475
684	0.8955223881	0.3738505377
685	0.8955223881	0.3737861413
686	0.8955223881	0.3735122329
687	0.8955223881	0.3733970895
688	0.8955223881	0.3730357014
689	0.8955223881	0.3726748045
690	0.8955223881	0.3725736472
691	0.8955223881	0.3724064383
692	0.8955223881	0.3720184203
693	0.8955223881	0.3718429657
694	0.8955223881	0.3716970967
695	0.8955223881	0.3716229993
696	0.8955223881	0.3711767967
697	0.8955223881	0.3710116145
698	0.8955223881	0.3708135727
699	0.8955223881	0.3705058935
700	0.8955223881	0.3702862573
701	0.8955223881	0.3698716813
702	0.8955223881	0.3695741733
703	0.8955223881	0.369254383
704	0.8955223881	0.3690972089
705	0.8955223881	0.3686989427
706	0.8955223881	0.3684149436
707	0.8955223881	0.3682863402
708	0.8955223881	0.3681829299
709	0.8955223881	0.3680048938
710	0.8955223881	0.3674097057
711	0.8955223881	0.3668119871
712	0.8955223881	0.3665825824
713	0.8955223881	0.3663439915
714	0.8955223881	0.366106512
715	0.8955223881	0.3655603139
716	0.8955223881	0.3651798027
717	0.8955223881	0.3650084507
718	0.8955223881	0.3647670161
719	0.8955223881	0.3646036661
720	0.8955223881	0.3645257467
721	0.8955223881	0.3643095594
722	0.8955223881	0.3640943142
723	0.8955223881	0.363754724
724	0.8955223881	0.363592609
725	0.8955223881	0.3632695857
726	0.8880597015	0.362994301
727	0.8955223881	0.36292124
728	0.8955223881	0.3627356992
729	0.8955223881	0.3626341475
730	0.8955223881	0.3623898135
731	0.8955223881	0.3622768042
732	0.8955223881	0.3620207918
733	0.8955223881	0.3619519329
734	0.8955223881	0.3618327614
735	0.8955223881	0.3617042609
736	0.8955223881	0.3614216343
737	0.8955223881	0.3612928521
738	0.8955223881	0.3611022362
739	0.8955223881	0.3605141691
740	0.8955223881	0.3603658314
741	0.8955223881	0.3601971715
742	0.8955223881	0.359972641
743	0.8955223881	0.3598379759
744	0.8955223881	0.3595301813
745	0.8880597015	0.3590953031
746	0.8880597015	0.3586553153
747	0.8880597015	0.3585972935
748	0.8880597015	0.3583560492
749	0.8880597015	0.3582396244
750	0.8955223881	0.3579267817
751	0.9029850746	0.357554801
752	0.9029850746	0.3572700981
753	0.9029850746	0.3571760136
754	0.9029850746	0.356810763
755	0.9029850746	0.3565421232
756	0.9029850746	0.3564027592
757	0.9104477612	0.356229617
758	0.9029850746	0.356079883
759	0.9029850746	0.3559766866
760	0.9029850746	0.3558219179
761	0.9029850746	0.3557172185
762	0.9104477612	0.355528936
763	0.9104477612	0.3553140936
764	0.9179104478	0.3550140131
765	0.9179104478	0.35480306
766	0.9179104478	0.354667697
767	0.9179104478	0.3544922848
768	0.9179104478	0.3541498871
769	0.9179104478	0.3540271438
770	0.9104477612	0.353814738
771	0.9104477612	0.3534872169
772	0.9179104478	0.3530807387
773	0.9179104478	0.3528723856
774	0.9104477612	0.3526882179
775	0.9104477612	0.3524002227
776	0.9104477612	0.3522420259
777	0.9104477612	0.352107964
778	0.9104477612	0.3519811452
779	0.9104477612	0.3519012146
780	0.9104477612	0.3518170899
781	0.9104477612	0.3516253215
782	0.9104477612	0.3515755895
783	0.9104477612	0.3514544435
784	0.9104477612	0.3512908441
785	0.9104477612	0.3511833752
786	0.9104477612	0.3509503701
787	0.9104477612	0.3509106362
788	0.9104477612	0.3505680659
789	0.9104477612	0.3503675103
790	0.9104477612	0.3501449188
791	0.9104477612	0.349922761
792	0.9104477612	0.3498713351
793	0.9104477612	0.3497242059
794	0.9104477612	0.3496052969
795	0.9104477612	0.3494735833
796	0.9104477612	0.3492821366
797	0.9104477612	0.3490466198
798	0.9104477612	0.3488422904
799	0.9104477612	0.3484066481
800	0.9104477612	0.3481499405
801	0.9104477612	0.348038734
802	0.9104477612	0.3478680853
803	0.9104477612	0.3476878228
804	0.9104477612	0.3476179715
805	0.9179104478	0.3471700971
806	0.9179104478	0.3470375233
807	0.9253731343	0.3467944678
808	0.9253731343	0.3464220566
809	0.9328358209	0.3461544444
810	0.9253731343	0.3459371742
811	0.9253731343	0.3454349126
812	0.9253731343	0.3451763552
813	0.9253731343	0.344641422
814	0.9253731343	0.3442512916
815	0.9253731343	0.3441201709
816	0.9253731343	0.3439610331
817	0.9253731343	0.3438845893
818	0.9253731343	0.3437745691
819	0.9253731343	0.3435090063
820	0.9253731343	0.3430702295
821	0.9253731343	0.3426657762
822	0.9253731343	0.3425417679
823	0.9253731343	0.3421599527
824	0.9253731343	0.3419090683
825	0.9328358209	0.3417898624
826	0.9328358209	0.3414104568
827	0.9328358209	0.3409627976
828	0.9328358209	0.340726622
829	0.9328358209	0.340624856
830	0.9328358209	0.3401882913
831	0.9328358209	0.3400944469
832	0.9328358209	0.3398643274
833	0.9328358209	0.3395914278
834	0.9328358209	0.3393660922
835	0.9328358209	0.3391835002
836	0.9328358209	0.3389489995
837	0.9328358209	0.3387235921
838	0.9328358209	0.3386391179
839	0.9328358209	0.3384746008
840	0.9328358209	0.3382657909
841	0.9328358209	0.3379497951
842	0.9328358209	0.3377183947
843	0.9328358209	0.3375633887
844	0.9328358209	0.3374947158
845	0.9328358209	0.3370920565
846	0.9328358209	0.3368377151
847	0.9328358209	0.3365668971
848	0.9328358209	0.3364532442
849	0.9328358209	0.3361354279
850	0.9328358209	0.3360174212
851	0.9328358209	0.3358142917
852	0.9328358209	0.3354850225
853	0.9328358209	0.3351995652
854	0.9328358209	0.3350171477
855	0.9328358209	0.3349537572
856	0.9328358209	0.3347505511
857	0.9328358209	0.3345208924
858	0.9328358209	0.3343270913
859	0.9328358209	0.334016755
860	0.9328358209	0.333683577
861	0.9328358209	0.3335174555
862	0.9328358209	0.3330831914
863	0.9328358209	0.3330067491
864	0.9328358209	0.3329221861
865	0.9328358209	0.332547177
866	0.9328358209	0.3324066082
867	0.9328358209	0.332151457
868	0.9328358209	0.3319267719
869	0.9328358209	0.3318450841
870	0.9328358209	0.3315279626
871	0.9328358209	0.3313802997
872	0.9328358209	0.331075133
873	0.9328358209	0.3308736121
874	0.9328358209	0.3305589404
875	0.9328358209	0.3304834844
876	0.9328358209	0.3302498825
877	0.9328358209	0.3302010861
878	0.9328358209	0.3300257975
879	0.9328358209	0.3298556651
880	0.9328358209	0.3297145118
881	0.9328358209	0.3295247509
882	0.9328358209	0.329406055
